New Orleans,Carolina,09,"THU, OCT 30",8:25 PM,NFL,
Jacksonville,Cincinnati,09,"SUN, NOV 2",1:00 PM,CBS,
Tampa Bay,Cleveland,09,"SUN, NOV 2",1:00 PM,FOX,
Arizona,Dallas,09,"SUN, NOV 2",1:00 PM,FOX,
NY Jets,Kansas City,09,"SUN, NOV 2",1:00 PM,CBS,
San Diego,Miami,09,"SUN, NOV 2",1:00 PM,CBS,
Washington,Minnesota,09,"SUN, NOV 2",1:00 PM,FOX,
Philadelphia,Houston,09,"SUN, NOV 2",1:00 PM,FOX,
St Louis,San Francisco,09,"SUN, NOV 2",4:05 PM,FOX,
Denver,New England,09,"SUN, NOV 2",4:25 PM,CBS,
Oakland,Seattle,09,"SUN, NOV 2",4:25 PM,CBS,
Baltimore,Pittsburgh,09,"SUN, NOV 2",8:30 PM,NBC,
Indianapolis,NY Giants,09,"MON, NOV 3",8:30 PM,ESPN,
Cleveland,Cincinnati,10,"THU, NOV 6",8:25 PM,NFL,
Kansas City,Buffalo,10,"SUN, NOV 9",1:00 PM,CBS,
Miami,Detroit,10,"SUN, NOV 9",1:00 PM,CBS,
San Francisco,New Orleans,10,"SUN, NOV 9",1:00 PM,FOX,
Pittsburgh,NY Jets,10,"SUN, NOV 9",1:00 PM,CBS,
Atlanta,Tampa Bay,10,"SUN, NOV 9",1:00 PM,FOX,
Dallas,Jacksonville,10,"SUN, NOV 9",1:00 PM,FOX,
Tennessee,Baltimore,10,"SUN, NOV 9",1:00 PM,CBS,
Denver,Oakland,10,"SUN, NOV 9",4:05 PM,CBS,
St Louis,Arizona,10,"SUN, NOV 9",4:25 PM,FOX,
NY Giants,Seattle,10,"SUN, NOV 9",4:25 PM,FOX,
Chicago,Green Bay,10,"SUN, NOV 9",8:30 PM,NBC,
Carolina,Philadelphia,10,"MON, NOV 10",8:30 PM,ESPN,
Buffalo,Miami,11,"THU, NOV 13",8:25 PM,NFL,
Minnesota,Chicago,11,"SUN, NOV 16",1:00 PM,FOX,
Houston,Cleveland,11,"SUN, NOV 16",1:00 PM,CBS,
Philadelphia,Green Bay,11,"SUN, NOV 16",1:00 PM,FOX,
Seattle,Kansas City,11,"SUN, NOV 16",1:00 PM,FOX,
Denver,St Louis,11,"SUN, NOV 16",1:00 PM,CBS,
Cincinnati,New Orleans,11,"SUN, NOV 16",1:00 PM,CBS,
San Francisco,NY Giants,11,"SUN, NOV 16",1:00 PM,FOX,
Tampa Bay,Washington,11,"SUN, NOV 16",1:00 PM,FOX,
Atlanta,Carolina,11,"SUN, NOV 16",1:00 PM,FOX,
Oakland,San Diego,11,"SUN, NOV 16",4:05 PM,CBS,
Detroit,Arizona,11,"SUN, NOV 16",4:25 PM,FOX,
New England,Indianapolis,11,"SUN, NOV 16",8:30 PM,NBC,
Pittsburgh,Tennessee,11,"MON, NOV 17",8:30 PM,ESPN,
Kansas City,Oakland,12,"THU, NOV 20",8:25 PM,NFL,
Cleveland,Atlanta,12,"SUN, NOV 23",1:00 PM,CBS,
NY Jets,Buffalo,12,"SUN, NOV 23",1:00 PM,CBS,
Tampa Bay,Chicago,12,"SUN, NOV 23",1:00 PM,FOX,
Jacksonville,Indianapolis,12,"SUN, NOV 23",1:00 PM,CBS,
Green Bay,Minnesota,12,"SUN, NOV 23",1:00 PM,FOX,
Detroit,New England,12,"SUN, NOV 23",1:00 PM,FOX,
Tennessee,Philadelphia,12,"SUN, NOV 23",1:00 PM,CBS,
Cincinnati,Houston,12,"SUN, NOV 23",1:00 PM,CBS,
St Louis,San Diego,12,"SUN, NOV 23",4:05 PM,FOX,
Arizona,Seattle,12,"SUN, NOV 23",4:05 PM,FOX,
Miami,Denver,12,"SUN, NOV 23",4:25 PM,CBS,
Washington,San Francisco,12,"SUN, NOV 23",4:25 PM,CBS,
Dallas,NY Giants,12,"SUN, NOV 23",8:30 PM,NBC,
Baltimore,New Orleans,12,"MON, NOV 24",8:30 PM,ESPN,
Chicago,Detroit,13,"THU, NOV 27",12:30 PM,CBS,
Philadelphia,Dallas,13,"THU, NOV 27",4:30 PM,FOX,
Seattle,San Francisco,13,"THU, NOV 27",8:30 PM,NBC,
Cleveland,Buffalo,13,"SUN, NOV 30",1:00 PM,CBS,
Washington,Indianapolis,13,"SUN, NOV 30",1:00 PM,FOX,
Oakland,St Louis,13,"SUN, NOV 30",1:00 PM,CBS,
Carolina,Minnesota,13,"SUN, NOV 30",1:00 PM,FOX,
New Orleans,Pittsburgh,13,"SUN, NOV 30",1:00 PM,FOX,
Cincinnati,Tampa Bay,13,"SUN, NOV 30",1:00 PM,CBS,
NY Giants,Jacksonville,13,"SUN, NOV 30",1:00 PM,FOX,
San Diego,Baltimore,13,"SUN, NOV 30",1:00 PM,CBS,
Tennessee,Houston,13,"SUN, NOV 30",1:00 PM,CBS,
Arizona,Atlanta,13,"SUN, NOV 30",4:05 PM,FOX,
New England,Green Bay,13,"SUN, NOV 30",4:25 PM,CBS,
Denver,Kansas City,13,"SUN, NOV 30",8:30 PM,NBC,
Miami,NY Jets,13,"MON, DEC 1",8:30 PM,ESPN,
Dallas,Chicago,14,"THU, DEC 4",8:25 PM,NFL,
Pittsburgh,Cincinnati,14,"SUN, DEC 7",1:00 PM,CBS,
Indianapolis,Cleveland,14,"SUN, DEC 7",1:00 PM,CBS,
Tampa Bay,Detroit,14,"SUN, DEC 7",1:00 PM,FOX,
NY Giants,Tennessee,14,"SUN, DEC 7",1:00 PM,FOX,
Baltimore,Miami,14,"SUN, DEC 7",1:00 PM,CBS,
NY Jets,Minnesota,14,"SUN, DEC 7",1:00 PM,CBS,
Carolina,New Orleans,14,"SUN, DEC 7",1:00 PM,FOX,
St Louis,Washington,14,"SUN, DEC 7",1:00 PM,FOX,
Houston,Jacksonville,14,"SUN, DEC 7",1:00 PM,CBS,
Buffalo,Denver,14,"SUN, DEC 7",4:05 PM,CBS,
Kansas City,Arizona,14,"SUN, DEC 7",4:05 PM,CBS,
San Francisco,Oakland,14,"SUN, DEC 7",4:25 PM,FOX,
Seattle,Philadelphia,14,"SUN, DEC 7",4:25 PM,FOX,
New England,San Diego,14,"SUN, DEC 7",8:30 PM,NBC,
Atlanta,Green Bay,14,"MON, DEC 8",8:30 PM,ESPN,
Arizona,St Louis,15,"THU, DEC 11",8:25 PM,NFL,
Pittsburgh,Atlanta,15,"SUN, DEC 14",1:00 PM,CBS,
Green Bay,Buffalo,15,"SUN, DEC 14",1:00 PM,FOX,
Cincinnati,Cleveland,15,"SUN, DEC 14",1:00 PM,CBS,
Minnesota,Detroit,15,"SUN, DEC 14",1:00 PM,FOX,
Houston,Indianapolis,15,"SUN, DEC 14",1:00 PM,CBS,
Oakland,Kansas City,15,"SUN, DEC 14",1:00 PM,CBS,
Miami,New England,15,"SUN, DEC 14",1:00 PM,CBS,
Washington,NY Giants,15,"SUN, DEC 14",1:00 PM,FOX,
Tampa Bay,Carolina,15,"SUN, DEC 14",1:00 PM,FOX,
Jacksonville,Baltimore,15,"SUN, DEC 14",1:00 PM,CBS,
NY Jets,Tennessee,15,"SUN, DEC 14",4:05 PM,CBS,
Denver,San Diego,15,"SUN, DEC 14",4:05 PM,CBS,
San Francisco,Seattle,15,"SUN, DEC 14",4:25 PM,FOX,
Dallas,Philadelphia,15,"SUN, DEC 14",8:30 PM,NBC,
New Orleans,Chicago,15,"MON, DEC 15",8:30 PM,ESPN,
Tennessee,Jacksonville,16,"THU, DEC 18",8:25 PM,NFL,
San Diego,San Francisco,16,"SAT, DEC 20",TBD,CBS,
Philadelphia,Washington,16,"SAT, DEC 20",TBD,CBS,
Detroit,Chicago,16,"SUN, DEC 21",1:00 PM,FOX,
Minnesota,Miami,16,"SUN, DEC 21",1:00 PM,FOX,
Atlanta,New Orleans,16,"SUN, DEC 21",1:00 PM,FOX,
New England,NY Jets,16,"SUN, DEC 21",1:00 PM,CBS,
Kansas City,Pittsburgh,16,"SUN, DEC 21",1:00 PM,CBS,
Green Bay,Tampa Bay,16,"SUN, DEC 21",1:00 PM,FOX,
Cleveland,Carolina,16,"SUN, DEC 21",1:00 PM,CBS,
Baltimore,Houston,16,"SUN, DEC 21",1:00 PM,CBS,
NY Giants,St Louis,16,"SUN, DEC 21",4:05 PM,FOX,
Indianapolis,Dallas,16,"SUN, DEC 21",4:25 PM,CBS,
Buffalo,Oakland,16,"SUN, DEC 21",4:25 PM,CBS,
Seattle,Arizona,16,"SUN, DEC 21",8:30 PM,NBC,
Denver,Cincinnati,16,"MON, DEC 22",8:30 PM,ESPN,
Carolina,Atlanta,17,"SUN, DEC 28",1:00 PM,FOX,
Detroit,Green Bay,17,"SUN, DEC 28",1:00 PM,FOX,
Indianapolis,Tennessee,17,"SUN, DEC 28",1:00 PM,CBS,
San Diego,Kansas City,17,"SUN, DEC 28",1:00 PM,CBS,
NY Jets,Miami,17,"SUN, DEC 28",1:00 PM,CBS,
Chicago,Minnesota,17,"SUN, DEC 28",1:00 PM,FOX,
Buffalo,New England,17,"SUN, DEC 28",1:00 PM,CBS,
Philadelphia,NY Giants,17,"SUN, DEC 28",1:00 PM,FOX,
Cincinnati,Pittsburgh,17,"SUN, DEC 28",1:00 PM,CBS,
New Orleans,Tampa Bay,17,"SUN, DEC 28",1:00 PM,FOX,
Dallas,Washington,17,"SUN, DEC 28",1:00 PM,FOX,
Cleveland,Baltimore,17,"SUN, DEC 28",1:00 PM,CBS,
Jacksonville,Houston,17,"SUN, DEC 28",1:00 PM,CBS,
Oakland,Denver,17,"SUN, DEC 28",4:25 PM,CBS,
Arizona,San Francisco,17,"SUN, DEC 28",4:25 PM,FOX,
St Louis,Seattle,17,"SUN, DEC 28",4:25 PM,FOX,
